Name,Genre
Fire Emblem: Awakening,Role-Playing
Need for Speed: The Run,Action
Just Dance 2015,Misc
Dragon Age: Inquisition,Role-Playing
Super Street Fighter II,Fighting
Dead Space,Action
Mortal Kombat vs. DC Universe,Fighting
TouchMaster,Puzzle
Tenchu: Stealth Assassins,Action
Tennis,Sports
Harry Potter and the Chamber of Secrets,Action
Kingdom Hearts 358/2 Days,Role-Playing
Skate 3,Sports
SimCity,Simulation
Harry Potter and the Chamber of Secrets,Action
Need for Speed Rivals,Racing
Spyro: Enter the Dragonfly,Platform
Devil May Cry 2,Action
E.T.: The Extra Terrestrial,Action
Hot Shots Golf: Open Tee,Sports
Minecraft,Misc
Soccer,Sports
Rad Racer,Racing
Forza Horizon,Racing
Tom Clancy's Rainbow Six: Vegas,Shooter
Crash Nitro Kart,Racing
Resident Evil 6,Shooter
Grand Theft Auto: San Andreas,Action
Star Wars: Dark Forces,Shooter
NBA Street Vol. 2,Sports
Def Jam Vendetta,Fighting
Kirby Squeak Squad,Platform
Burnout Paradise,Racing
Who wants to be a millionaire,Misc
Alleyway,Puzzle
Scooby Doo and the Cyber Chase,Adventure
The Sims 3,Simulation
FIFA Soccer 09,Sports
Dragon Ball Z: Budokai 3,Fighting
Call of Duty: World at War,Shooter
Jet Moto 2,Racing
Tom Clancy's Ghost Recon,Shooter
BioShock Infinite,Shooter
X-Men Legends,Role-Playing
Mortal Kombat II,Fighting
Virtua Fighter 2,Fighting
Mortal Kombat vs. DC Universe,Fighting
Destiny: The Taken King,Shooter
Tetris DX,Puzzle
The Legend of Zelda: Oracle of Ages,Action
Destiny,Shooter
Red Faction,Shooter
The Sims: Makin' Magic,Simulation
Mario Party: Island Tour,Misc
MX Unleashed,Racing
PaRappa The Rapper,Misc
Guitar Hero: World Tour,Misc
Need for Speed: Shift,Racing
Mario Party 3,Misc
Diablo III,Role-Playing
LittleBigPlanet 3,Platform
Star Wars Rogue Leader: Rogue Squadron II,Simulation
Tomb Raider (2013),Action
Mario Super Sluggers,Sports
Donkey Kong Country Returns,Platform
Monopoly,Misc
Madden NFL 09,Sports
Batman: Arkham Origins,Action
Game Party 2,Misc
Yu-Gi-Oh! Forbidden Memories,Role-Playing
Mortal Kombat: Deception,Fighting
Hot Shots Golf 2,Sports
Medal of Honor: European Assault (All Region sales),Shooter
NBA 2K17,Sports
Toy Story Mania!,Misc
WCW Nitro,Fighting
High School Musical: Sing It!,Misc
Star Fox Adventures,Adventure
FIFA 2000,Sports
Madden NFL 25,Sports
Dynasty Warriors 3,Action
The Legend of Zelda: Oracle of Seasons,Adventure
Ratchet & Clank Future: A Crack in Time,Platform
Madden NFL 06,Sports
Shrek 2,Platform
Turok 2: Seeds of Evil,Platform
The Legend of Dragoon,Role-Playing
SingStar,Misc
Star Wars: The Force Unleashed,Action
NBA Live 2002,Sports
Just Cause 3,Action
Chrono Cross,Role-Playing
Jak 3,Platform
Kingdom Hearts: Chain of Memories,Role-Playing
Pinball,Action
Max Payne 3,Shooter
Gran Turismo Concept 2001 Tokyo,Racing
LEGO Marvel Super Heroes,Action
Phineas and Ferb,Action
NCAA Football 06,Sports
"Hey You, Pikachu!",Simulation
Rayman Raving Rabbids 2,Misc
2 Games in 1: Sonic Advance & ChuChu Rocket!,Misc
Jet Moto,Racing
Kirby: Triple Deluxe,Platform
Secret of Mana,Role-Playing
GoldenEye 007 (2010),Action
Sonic Classic Collection,Platform
Air Combat,Simulation
Diablo III,Role-Playing
inFAMOUS 2,Action
World of Warcraft: Mists of Pandaria,Role-Playing
Sonic & Knuckles,Platform
Namco Museum,Misc
The Sims: Hot Date,Simulation
Demon's Souls,Role-Playing
The Orange Box,Shooter
DDRMAX2: Dance Dance Revolution,Simulation
Crazy Taxi,Racing
Virtua Fighter 4,Fighting
Mafia III,Action
Sly 2: Band of Thieves,Platform
Guitar Hero: World Tour,Misc
Sonic Advance 2,Platform
Madden NFL 07,Sports
NFL GameDay 2000,Sports
NBA 2K11,Action
Forza Motorsport 6,Racing
The Evil Within,Action
Metroid Prime 3: Corruption,Shooter
The Legend of Zelda: The Wind Waker,Action
Disney's The Lion King,Platform
Professor Layton and the Mask of Miracle,Puzzle
Midnight Club II,Racing
SpongeBob SquarePants: SuperSponge,Action
The Getaway: Black Monday,Action
50 Cent: Bulletproof,Action
Final Fantasy II,Role-Playing
Kirby 64: The Crystal Shards,Platform
Dead or Alive 3,Fighting
Dragon Quest Monsters: Joker,Role-Playing
LEGO Star Wars III: The Clone Wars,Action
High School Musical: Sing It!,Misc
Metroid II: Return of Samus,Adventure
WWF Attitude,Fighting
UFC 2009 Undisputed,Fighting
The SpongeBob SquarePants Movie,Platform
Golden Sun,Role-Playing
Sonic the Hedgehog 3,Platform
Kid Icarus,Platform
Def Jam: Fight for NY,Fighting
Tom Clancy's Ghost Recon,Shooter
State of Emergency,Action
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,Action
The Urbz: Sims in the City,Simulation
Star Wars: Starfighter,Simulation
Madden NFL 2000,Sports
Star Wars: Battlefront,Shooter
Pro Evolution Soccer,Sports
Madden NFL 17,Sports
Just Cause 2,Action
Disney's Aladdin,Platform
Kirby's Adventure,Platform
Yoshi,Puzzle
The Elder Scrolls Online,Role-Playing
FIFA Soccer 08,Sports
Crackdown,Shooter
Wii Party U,Misc
Dance Dance Revolution X,Simulation
2 Games in 1: Disney Princess & The Lion King,Misc
Kingdom Hearts,Role-Playing
Star Wars Episode I: The Phantom Menace,Adventure
Xenosaga Episode I: Der Wille zur Macht,Role-Playing
Watch Dogs,Action
Kinect Star Wars,Action
Dragon's Dogma,Role-Playing
Cruis'n USA,Racing
Madden NFL 99,Sports
The Order: 1886,Shooter
SSX Tricky,Sports
Knack,Platform
Twisted Metal III,Action
Harry Potter and the Sorcerer's Stone,Action
Dragon Quest VI: Realms of Revelation,Role-Playing
Crash Bandicoot: The Huge Adventure,Platform
Hitman: Absolution,Action
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action
The Crew,Racing
Call of Duty: World at War Final Fronts,Shooter
NBA 2K15,Sports
Madden NFL 2005,Sports
Star Ocean: Till The End of Time,Role-Playing
Call of Duty: Modern Warfare 3,Shooter
Dishonored,Action
Toy Story 2: Buzz Lightyear to the Rescue!,Platform
The Beatles: Rock Band,Misc
Ace Combat 5: The Unsung War,Simulation
Need for Speed Underground,Racing
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,Misc
Tetris Worlds,Puzzle
Imagine: Teacher,Simulation
Call of Duty: Black Ops 3,Shooter
Deal or No Deal,Misc
FIFA Soccer 10,Sports
Portal 2,Shooter
Super Puyo Puyo,Puzzle
NCAA Football 07,Sports
The Sims 3: Late Night Expansion Pack,Simulation
No Man's Sky,Action
Ben 10: Protector of Earth,Action
Cabela's Big Game Hunter 2010,Sports
SOCOM 3: U.S. Navy SEALs,Shooter
BioShock Infinite,Shooter
Jampack Winter '99,Misc
Call of Duty: Black Ops 3,Shooter
WCW vs. nWo: World Tour,Fighting
WCW/NWO Thunder,Fighting
Harry Potter and the Sorcerer's Stone,Action
Dragon Ball Z: The Legacy of Goku,Role-Playing
Cooking Mama 3: Shop & Chop,Simulation
Resident Evil 4,Action
Personal Trainer: Math,Puzzle
Game Party 3,Puzzle
Need For Speed: Undercover,Racing
World Championship Poker: Featuring Howard Lederer - All In,Misc
NFL GameDay 98,Sports
Sonic Colors,Platform
Saints Row 2,Action
Yoshi's Cookie,Puzzle
Time Crisis,Shooter
Sid Meier's Civilization V,Strategy
 Fire Emblem Fates,Role-Playing
The Sims: Superstar,Simulation
Metroid Fusion,Action
We Ski,Sports
Star Wars Battlefront: Renegade Squadron,Shooter
SSX 3,Sports
Madden NFL 2001,Sports
Star Wars: Battlefront II,Shooter
Disney's DuckTales,Platform
Tony Hawk's Pro Skater 3,Sports
"Monsters, Inc.",Adventure
PGR: Project Gotham Racing 2,Racing
Dragon Age: Origins,Role-Playing
Spy Hunter,Racing
NCAA Football 2004,Sports
Fight Night Round 3,Fighting
StarCraft II: Heart of the Swarm,Strategy
SpongeBob SquarePants: Battle for Bikini Bottom,Platform
Until Dawn,Adventure
Big Beach Sports,Sports
Street Fighter II': Special Champion Edition,Fighting
SSX,Sports
Shaun White Snowboarding: Road Trip,Sports
NBA Ballers,Sports
Saints Row IV,Action
NBA Live 2003,Sports
LEGO Batman 2: DC Super Heroes,Action
Dragon Ball Z: Budokai Tenkaichi,Fighting
Dark Souls III,Role-Playing
Ms. Pac-Man,Puzzle
Kirby's Return to Dreamland,Platform
Mario Party 6,Misc
Super Scope 6,Shooter
Star Wars The Clone Wars: Lightsaber Duels,Action
Need for Speed Carbon,Racing
Heavenly Sword,Action
Dragon Quest V: Tenkuu no Hanayome,Role-Playing
MySims,Simulation
Kirby & the Amazing Mirror,Platform
Army of Two,Shooter
Dig Dug,Puzzle
Tom Clancy's Rainbow Six,Shooter
Ghosts 'n Goblins,Action
Tiger Woods PGA Tour 2003,Sports
NBA Live 06 (All region sales),Sports
Prince of Persia: Warrior Within,Action
Far Cry 4,Shooter
ESPN NFL 2K5,Sports
Beyond: Two Souls,Adventure
Pikmin,Strategy
Tiger Woods PGA Tour 2004,Sports
NBA 2K15,Sports
Call of Duty: Black Ops,Shooter
Ape Escape,Platform
NCAA Football 2005,Sports
Max Payne 3,Shooter
Viva Pinata,Simulation
Tony Hawk's American Wasteland (Old all region sales),Sports
Kinectimals,Simulation
Kirby Air Ride,Racing
LEGO Marvel Super Heroes,Action
Sled Storm,Racing
Destiny,Shooter
Rock Band,Misc
Dragon Quest IV: Chapters of the Chosen,Role-Playing
NFL Street 2,Sports
Baseball,Sports
Yu-Gi-Oh! Duel Monsters,Strategy
Super Mario Strikers,Sports
Buzz! The Music Quiz,Misc
Rage,Shooter
Mario Hoops 3 on 3,Sports
SpongeBob's Atlantis SquarePantis,Action
Dollar Dash,Action
F-1 World Grand Prix,Racing
River Raid,Shooter
Just Cause 2,Action
Silent Hill,Action
Sonic Heroes,Platform
Disney Infinity,Action
ESPN NBA 2K5,Sports
Diablo,Role-Playing
Far Cry 2,Action
The Legend of Zelda: Twilight Princess,Action
Soul Edge,Fighting
Mario Bros.,Platform
Pro Evolution Soccer 2008,Sports
NASCAR 2000,Racing
Pokemon Battle Revolution,Role-Playing
Kingdom Hearts 3D: Dream Drop Distance,Action
Dance Dance Revolution: Hottest Party 2,Simulation
SoulCalibur IV,Fighting
Jampack Summer 2K,Misc
Sonic Generations,Platform
Spyro 2: Season of Flame,Platform
Mario Party 10,Misc
Devil May Cry 4,Action
Dead Rising 3,Action
Pro Evolution Soccer 2010,Sports
NCAA Football 2002,Sports
Gears of War: Judgment,Shooter
Watch Dogs,Action
Guitar Hero: On Tour Decades,Misc
FIFA 16,Sports
Madden NFL 15,Sports
Conflict: Desert Storm,Shooter
Mario Party 7,Misc
Dragon Quest V: Hand of the Heavenly Bride,Role-Playing
High School Musical 3: Senior Year,Misc
Smuggler's Run,Racing
Fight Night Round 3,Fighting
Need for Speed: Most Wanted,Racing
Carnival Games: Mini Golf,Sports
Donkey Kong Classics,Platform
Hannah Montana: Music Jam,Action
Twisted Metal,Action
Final Fight,Action
Pokemon Mystery Dungeon: Explorers of Sky,Role-Playing
Dragon Quest Monsters 2,Role-Playing
Pokemon Pinball: Ruby & Sapphire,Misc
MySims Kingdom,Simulation
LEGO Pirates of the Caribbean: The Video Game,Action
Stuntman,Racing
Tom Clancy's Rainbow Six 3,Shooter
LEGO Harry Potter: Years 1-4,Action
007: The World is not Enough,Action
Spider-Man 2: Enter: Electro,Action
Guitar Hero 5,Misc
Command & Conquer: Tiberian Sun,Strategy
Wolfenstein: The New Order,Shooter
Mafia II,Action
Moshi Monsters: Moshling Zoo,Misc
BioShock 2,Shooter
Dark Cloud,Role-Playing
Warcraft III: The Frozen Throne,Strategy
Active Life: Outdoor Challenge,Sports
Tom Clancy's Ghost Recon Advanced Warfighter,Shooter
Ratchet & Clank (2016),Platform
MVP Baseball 2005,Sports
Die Hard Trilogy,Shooter
Uncharted: Golden Abyss,Shooter
Go Vacation,Misc
Pro Evolution Soccer 2013,Sports
Mortal Kombat 3,Fighting
NFL GameDay 99,Sports
Dishonored,Action
Mario Golf: Toadstool Tour,Sports
Tiger Woods 99 PGA Tour Golf,Sports
Call of Duty: Black Ops II,Shooter
Resident Evil: The Umbrella Chronicles,Action
Knockout Kings,Fighting
The Simpsons Skateboarding,Sports
Donkey Kong Country: Tropical Freeze,Platform
NASCAR 98,Racing
Xevious,Shooter
F1 Race,Racing
NASCAR 99,Racing
Final Fantasy XIV: A Realm Reborn,Role-Playing
NBA Live 2000,Sports
Fight Night Round 4,Fighting
Super Monkey Ball 2,Puzzle
Pac-Man World 2,Action
Disney Fairies: Tinker Bell,Adventure
MySims Kingdom,Simulation
Dead Space 2,Shooter
Puzzle & Dragons,Role-Playing
Call of Duty: Modern Warfare: Reflex Edition,Shooter
Mega Man 2,Action
Simpsons Wrestling,Fighting
NBA Live 98,Sports
The Simpsons Game,Action
Monopoly,Misc
The Simpsons Game,Action
Football Manager 2012,Sports
Ni no Kuni: Wrath of the White Witch,Role-Playing
SoulCalibur II,Fighting
Call of Duty 3,Shooter
Tokyo Xtreme Racer Zero,Racing
NFL Blitz,Sports
Red Faction II,Shooter
Madden NFL 2001,Sports
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,Platform
WWF No Mercy,Fighting
Ice Climber,Platform
Sonic CD,Platform
Star Wars: The Force Unleashed II,Action
Pac-Man World,Action
Rock Band 2,Misc
Final Fantasy: Crystal Chronicles,Role-Playing
Medal of Honor: Frontline,Shooter
Madden NFL 09,Sports
Dead Rising 2,Action
Banjo-Tooie,Platform
Buzz! The BIG Quiz,Misc
Mafia II,Action
Batman: Arkham Knight,Action
Doom (2016),Shooter
Dirge of Cerberus: Final Fantasy VII,Shooter
WWF WrestleMania 2000,Fighting
Wario Land II,Platform
Nintendo World Cup,Sports
Sonic Rivals 2,Racing
Bratz: Forever Diamondz,Adventure
Resistance 3,Shooter
Drawn To Life: SpongeBob SquarePants Edition,Adventure
Disney Sing It: Pop Hits,Misc
007: Quantum of Solace,Action
Major League Baseball 2K5,Sports
Fight Night 2004,Fighting
LEGO Star Wars III: The Clone Wars,Action
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action
LEGO City Undercover,Platform
Imagine: Master Chef,Simulation
Disney Princess,Platform
Mario Golf,Action
Call of Duty Black Ops: Declassified,Action
Tom Clancy's Ghost Recon: Future Soldier,Shooter
Fight Night Round 3,Fighting
Xenogears,Role-Playing
The SpongeBob SquarePants Movie,Platform
Super Scribblenauts,Puzzle
Midway Arcade Treasures,Misc
Triple Play 99,Sports
Dragon Quest VII: Warriors of Eden,Role-Playing
Super Monkey Ball,Puzzle
SoulCalibur IV,Fighting
Donkey Kong,Platform
Mortal Kombat 4,Fighting
New Play Control! Mario Power Tennis,Sports
Mario Superstar Baseball,Sports
Wall-E,Platform
WCW vs the World,Fighting
Battlefield: Bad Company,Shooter
Homefront,Shooter
Onimusha 3: Demon Siege,Action
Madden NFL 15,Sports
Red Dead Revolver,Shooter
Resident Evil: Outbreak,Action
Tamagotchi,Simulation
4 Nin uchi Mahjong,Misc
Dragon Ball Z,Fighting
Game de Hakken!! Tamagotchi 2,Simulation
Namco Museum 64,Misc
Mass Effect 2,Role-Playing
LEGO Battles: Ninjago,Strategy
Tony Hawk's American Wasteland (Weekly american sales),Sports
NBA 2K14,Sports
The House of the Dead 2 & 3 Return,Shooter
SingStar Pop,Misc
Kirby Super Star,Platform
Sonic & Sega All-Stars Racing,Racing
Disney Infinity,Action
My Word Coach,Misc
Tiger Woods PGA Tour 2005,Sports
NCAA Football 2003,Sports
Star Wars: The Force Unleashed II,Action
Frogger 2: Swampy's Revenge,Action
WWE SmackDown vs Raw 2008,Fighting
Kinect Joy Ride,Racing
Smarty Pants,Misc
SNK vs. Capcom: The Match of the Millennium,Fighting
Disney's DuckTales,Platform
Disney Princess: Magical Jewels,Adventure
Classic NES Series: Super Mario Bros.,Platform
Triple Play 2000,Sports
Anno 2070,Strategy
Hasbro Family Game Night,Puzzle
Sonic Rivals,Racing
BioShock,Shooter
Mass Effect 3,Role-Playing
Cabela's Big Game Hunter,Sports
NBA Live 06 (Weekly american sales),Sports
SimCity (2013),Simulation
The Legend of Zelda: The Minish Cap,Action
NFL Street,Sports
Super Metroid,Action
Pro Yakyuu Family Stadium '87,Sports
Dead Space 2,Shooter
Tiger Woods PGA Tour 09 All-Play,Sports
Metal Gear Rising: Revengeance,Action
Resident Evil (Remake),Action
Rayman Raving Rabbids,Misc
Dragon Quest Monsters: Joker 2,Role-Playing
UFC Undisputed 2010,Fighting
LEGO Star Wars: The Video Game,Action
Medal of Honor: Warfighter,Action
Disney's The Lion King,Platform
Sonic's Ultimate Genesis Collection,Misc
Hello Kitty Party,Misc
The Sims 3,Simulation
Knockout Kings 2000,Fighting
Gran Turismo 4 Prologue,Racing
Diablo III,Role-Playing
Twisted Metal: Black,Racing
NASCAR 2005: Chase for the Cup,Racing
Fight Night Round 4,Fighting
Spider-Man: The Movie,Action
LEGO Star Wars II: The Original Trilogy,Action
Dead Space,Action
Need For Speed: Undercover,Racing
2Xtreme,Sports
LEGO Indiana Jones 2: The Adventure Continues,Action
Ridge Racer,Racing
Sonic Advance 3,Platform
Final Fantasy III,Role-Playing
Tomb Raider (2013),Action
Colin McRae Rally 3,Racing
Forza Horizon 2,Racing
Madden NFL 2002,Sports
Inazuma Eleven 2,Role-Playing
NBA Jam,Sports
Teenage Mutant Ninja Turtles III: The Manhattan Project,Action
Dynasty Warriors 5,Action
Hannah Montana: Spotlight World Tour,Action
Injustice: Gods Among Us,Fighting
Far Cry 2,Action
Yoshi's New Island,Platform
LEGO Batman 2: DC Super Heroes,Action
True Crime: Streets of LA,Action
Toy Story 3: The Video Game,Action
Bravely Default: Flying Fairy,Role-Playing
Ryse: Son of Rome,Action
Mortal Kombat X,Fighting
Paper Mario,Role-Playing
Rise of the Tomb Raider,Adventure
Duke Nukem: Time to Kill,Shooter
Sonic Generations,Platform
Dave Mirra Freestyle BMX 2,Sports
Bakugan: Battle Brawlers,Action
LEGO Indiana Jones: The Original Adventures,Action
Deus Ex: Human Revolution,Shooter
A Collection of Activision Classic Games for the Atari 2600,Misc
Final Fantasy XII: Revenant Wings,Role-Playing
Call of Duty: Black Ops,Shooter
Deus Ex: Human Revolution,Shooter
Star Wars Knights of the Old Republic II: The Sith Lords,Role-Playing
Pocket Monsters Stadium,Strategy
The Sims 2,Simulation
Dead Rising 2,Action
Ridge Racer 7,Racing
Tom Clancy's Ghost Recon 2,Shooter
Need for Speed: The Run,Action
Crash Bandicoot 2: N-Tranced,Platform
Titanfall,Shooter
SingStar Abba,Misc
Gradius,Shooter
Dragon Quest III: Soshite Densetsu e...,Role-Playing
Centipede,Shooter
Dead to Rights,Shooter
WWE '13,Action
Dance Dance Revolution (Japan),Simulation
Hasbro Family Game Night 2,Misc
Madden NFL 98,Sports
Gardening Mama,Puzzle
Burnout Paradise,Racing
Middle-Earth: Shadow of Mordor,Action
MotorStorm: Pacific Rift,Racing
Samurai Warriors,Action
Battlefield 4,Shooter
The Simpsons: Hit & Run,Racing
Gears of War 4,Shooter
SaGa Frontier,Role-Playing
SingStar Party,Misc
FIFA Soccer 08,Sports
FIFA Soccer 09,Sports
Disney Princess: Enchanted Journey,Adventure
FIFA Soccer 08,Sports
Test Drive,Racing
Devil May Cry 4,Action
Tom Clancy's Rainbow Six: Vegas 2,Shooter
Metroid: Other M,Action
Crysis 2,Action
Chrono Trigger,Role-Playing
Marvel vs. Capcom 3: Fate of Two Worlds,Fighting
Mortal Kombat 3,Fighting
Doom 3,Shooter
Tom Clancy's Rainbow Six: Siege,Shooter
F1 2010,Racing
Monster Hunter Freedom,Role-Playing
Donkey Kong Jungle Beat,Platform
Need for Speed Carbon,Racing
Lost Planet: Extreme Condition,Shooter
Command & Conquer: Red Alert 2,Strategy
NBA 2K15,Sports
Max Payne 2: The Fall of Max Payne,Shooter
Battlefield: Bad Company,Shooter
MVP Baseball 2004,Sports
Yokai Watch 3,Action
Ratchet & Clank: Up Your Arsenal (Weekly american sales),Platform
Alan Wake,Action
Spider-Man: The Movie,Action
WWF War Zone,Fighting
Tony Hawk's Pro Skater,Sports
The Sims: Bustin' Out,Simulation
Triple Play 2001,Sports
Metroid Prime 2: Echoes,Shooter
The Elder Scrolls V: Skyrim,Role-Playing
Corvette,Racing
WWE SmackDown vs Raw 2008,Fighting
Skylanders SWAP Force,Platform
Grand Theft Auto: Chinatown Wars,Action
UFC Undisputed 2010,Fighting
World of Warcraft: Wrath of the Lich King,Role-Playing
Gyromite,Puzzle
TOCA 2: Touring Cars,Racing
NFL 2K3,Sports
Assassin's Creed III: Liberation,Action
Fighting Force,Fighting
Petz Wild Animals: Dolphinz,Simulation
Mega Man Battle Network 4: Red Sun / Blue Moon,Role-Playing
Your Shape: Fitness Evolved,Sports
Need for Speed Underground Rivals,Racing
Madden NFL 97,Sports
The ICO & Shadow of the Colossus Collection,Adventure
TNN Motor Sports Hardcore 4x4,Racing
MAG: Massive Action Game,Shooter
IHRA Drag Racing 2,Racing
Rage,Shooter
LEGO Harry Potter: Years 1-4,Action
Madagascar,Platform
The Witcher 3: Wild Hunt,Role-Playing
Rugrats Studio Tour,Adventure
Pitfall II: Lost Caverns,Platform
Turok: Evolution,Shooter
[Prototype],Action
Burnout 3: Takedown,Racing
The Beatles: Rock Band,Misc
Adventure,Adventure
Yu-Gi-Oh! The Sacred Cards,Role-Playing
NBA Live 07,Sports
Yoshi's Woolly World,Platform
Skylanders Giants,Action
SingStar '80s,Misc
Romancing SaGa 3,Role-Playing
